Cycle Index,Step Index,Date,Current(mA),Voltage(V),Chg. Cap.(mAh),DChg. Cap.(mAh)
1,2,2026-01-01  00:34:12.0,-200.0,4.0514,0.0,0.6026
1,2,2026-01-01  00:34:48.0,-200.0,4.0264,0.0,0.6489
1,2,2026-01-01  00:35:24.0,-200.0,3.9887,0.0,0.6953
1,2,2026-01-01  00:36:00.0,-200.0,3.9563,0.0,0.7416
1,2,2026-01-01  00:36:36.0,-200.0,3.9122,0.0,0.788
1,2,2026-01-01  00:37:12.0,-200.0,3.853,0.0,0.8343
1,2,2026-01-01  00:37:48.0,-200.0,3.8035,0.0,0.8807
1,2,2026-01-01  00:38:24.0,-200.0,3.7522,0.0,0.9271
1,2,2026-01-01  00:39:00.0,-200.0,3.6937,0.0,0.9734
1,2,2026-01-01  00:39:36.0,-200.0,3.6329,0.0,1.0198
1,2,2026-01-01  00:40:12.0,-200.0,3.5691,0.0,1.0661
1,2,2026-01-01  00:40:48.0,-200.0,3.51,0.0,1.1125
1,2,2026-01-01  00:41:24.0,-200.0,3.4517,0.0,1.1588
1,2,2026-01-01  00:42:00.0,-200.0,3.3934,0.0,1.2052
1,2,2026-01-01  00:42:36.0,-200.0,3.3443,0.0,1.2515
1,2,2026-01-01  00:43:12.0,-200.0,3.2862,0.0,1.2979
1,2,2026-01-01  00:43:48.0,-200.0,3.2512,0.0,1.3442
1,2,2026-01-01  00:44:24.0,-200.0,3.2072,0.0,1.3906
1,2,2026-01-01  00:45:00.0,-200.0,3.1789,0.0,1.4369
1,2,2026-01-01  00:45:36.0,-200.0,3.1455,0.0,1.4833
1,2,2026-01-01  00:46:12.0,-200.0,3.1177,0.0,1.5296
1,2,2026-01-01  00:46:48.0,-200.0,3.0994,0.0,1.576
1,2,2026-01-01  00:47:24.0,-200.0,3.0769,0.0,1.6223
1,2,2026-01-01  00:48:00.0,-200.0,3.061,0.0,1.6687
1,2,2026-01-01  00:48:36.0,-200.0,3.0458,0.0,1.715
1,2,2026-01-01  00:49:12.0,-200.0,3.0393,0.0,1.7614
1,2,2026-01-01  00:49:48.0,-200.0,3.0317,0.0,1.8078
1,2,2026-01-01  00:50:24.0,-200.0,3.0256,0.0,1.8541
1,2,2026-01-01  00:51:00.0,-200.0,3.0157,0.0,1.9005
1,2,2026-01-01  00:51:36.0,-200.0,3.014,0.0,1.9468
1,2,2026-01-01  00:52:12.0,-200.0,3.0066,0.0,1.9932
1,2,2026-01-01  00:52:48.0,-200.0,3.0027,0.0,2.0395
1,2,2026-01-01  00:53:24.0,-200.0,3.0017,0.0,2.0859
2,3,2026-01-01  00:54:00.0,200.0,3.0061,0.0463,0.0
2,3,2026-01-01  00:54:36.0,200.0,3.0055,0.0926,0.0
2,3,2026-01-01  00:55:12.0,200.0,3.0101,0.1389,0.0
2,3,2026-01-01  00:55:48.0,200.0,3.0156,0.1852,0.0
2,3,2026-01-01  00:56:24.0,200.0,3.0227,0.2315,0.0
2,3,2026-01-01  00:57:00.0,200.0,3.0275,0.2778,0.0
2,3,2026-01-01  00:57:36.0,200.0,3.0425,0.3241,0.0
2,3,2026-01-01  00:58:12.0,200.0,3.0493,0.3704,0.0
2,3,2026-01-01  00:58:48.0,200.0,3.0652,0.4168,0.0
2,3,2026-01-01  00:59:24.0,200.0,3.0771,0.4631,0.0
2,3,2026-01-01  01:00:00.0,200.0,3.0994,0.5094,0.0
2,3,2026-01-01  01:00:36.0,200.0,3.1216,0.5557,0.0
2,3,2026-01-01  01:01:12.0,200.0,3.1449,0.602,0.0
2,3,2026-01-01  01:01:48.0,200.0,3.1821,0.6483,0.0
2,3,2026-01-01  01:02:24.0,200.0,3.2115,0.6946,0.0
2,3,2026-01-01  01:03:00.0,200.0,3.2546,0.7409,0.0
2,3,2026-01-01  01:03:36.0,200.0,3.2958,0.7872,0.0
2,3,2026-01-01  01:04:12.0,200.0,3.3392,0.8335,0.0
2,3,2026-01-01  01:04:48.0,200.0,3.3925,0.8798,0.0
2,3,2026-01-01  01:05:24.0,200.0,3.4511,0.9261,0.0
2,3,2026-01-01  01:06:00.0,200.0,3.5088,0.9724,0.0
2,3,2026-01-01  01:06:36.0,200.0,3.5695,1.0187,0.0
2,3,2026-01-01  01:07:12.0,200.0,3.6298,1.065,0.0
2,3,2026-01-01  01:07:48.0,200.0,3.6859,1.1113,0.0
2,3,2026-01-01  01:08:24.0,200.0,3.7496,1.1576,0.0
2,3,2026-01-01  01:09:00.0,200.0,3.7997,1.2039,0.0
2,3,2026-01-01  01:09:36.0,200.0,3.8599,1.2503,0.0
2,3,2026-01-01  01:10:12.0,200.0,3.9049,1.2966,0.0
2,3,2026-01-01  01:10:48.0,200.0,3.9486,1.3429,0.0
2,3,2026-01-01  01:11:24.0,200.0,3.989,1.3892,0.0
2,3,2026-01-01  01:12:00.0,200.0,4.0248,1.4355,0.0
2,3,2026-01-01  01:12:36.0,200.0,4.0495,1.4818,0.0
2,3,2026-01-01  01:13:12.0,200.0,4.0744,1.5281,0.0
2,3,2026-01-01  01:13:48.0,200.0,4.0985,1.5744,0.0
2,3,2026-01-01  01:14:24.0,200.0,4.1143,1.6207,0.0
2,3,2026-01-01  01:15:00.0,200.0,4.1333,1.667,0.0
2,3,2026-01-01  01:15:36.0,200.0,4.1543,1.7133,0.0
2,3,2026-01-01  01:16:12.0,200.0,4.1574,1.7596,0.0
2,3,2026-01-01  01:16:48.0,200.0,4.1718,1.8059,0.0
2,3,2026-01-01  01:17:24.0,200.0,4.1734,1.8522,0.0
2,3,2026-01-01  01:18:00.0,200.0,4.1848,1.8985,0.0
2,3,2026-01-01  01:18:36.0,200.0,4.1882,1.9448,0.0
2,3,2026-01-01  01:19:12.0,200.0,4.1933,1.9911,0.0
2,3,2026-01-01  01:19:48.0,200.0,4.1988,2.0374,0.0
2,3,2026-01-01  01:20:24.0,200.0,4.2053,2.0838,0.0
2,4,2026-01-01  01:21:00.0,-200.0,4.1976,0.0,0.0457
2,4,2026-01-01  01:21:36.0,-200.0,4.1939,0.0,0.0915
2,4,2026-01-01  01:22:12.0,-200.0,4.1862,0.0,0.1372
2,4,2026-01-01  01:22:48.0,-200.0,4.1856,0.0,0.183
2,4,2026-01-01  01:23:24.0,-200.0,4.1768,0.0,0.2287
2,4,2026-01-01  01:24:00.0,-200.0,4.1723,0.0,0.2745
2,4,2026-01-01  01:24:36.0,-200.0,4.1605,0.0,0.3202
2,4,2026-01-01  01:25:12.0,-200.0,4.1547,0.0,0.366
2,4,2026-01-01  01:25:48.0,-200.0,4.1303,0.0,0.4117
2,4,2026-01-01  01:26:24.0,-200.0,4.1195,0.0,0.4575
2,4,2026-01-01  01:27:00.0,-200.0,4.1043,0.0,0.5032
2,4,2026-01-01  01:27:36.0,-200.0,4.0786,0.0,0.549
2,4,2026-01-01  01:28:12.0,-200.0,4.0515,0.0,0.5947
2,4,2026-01-01  01:28:48.0,-200.0,4.0232,0.0,0.6405
2,4,2026-01-01  01:29:24.0,-200.0,3.9855,0.0,0.6862
2,4,2026-01-01  01:30:00.0,-200.0,3.9511,0.0,0.732
2,4,2026-01-01  01:30:36.0,-200.0,3.9144,0.0,0.7777
2,4,2026-01-01  01:31:12.0,-200.0,3.8623,0.0,0.8235
2,4,2026-01-01  01:31:48.0,-200.0,3.803,0.0,0.8692
2,4,2026-01-01  01:32:24.0,-200.0,3.7476,0.0,0.915
2,4,2026-01-01  01:33:00.0,-200.0,3.6901,0.0,0.9607
2,4,2026-01-01  01:33:36.0,-200.0,3.6337,0.0,1.0065
2,4,2026-01-01  01:34:12.0,-200.0,3.5669,0.0,1.0522
2,4,2026-01-01  01:34:48.0,-200.0,3.5066,0.0,1.098
2,4,2026-01-01  01:35:24.0,-200.0,3.4524,0.0,1.1437
2,4,2026-01-01  01:36:00.0,-200.0,3.3962,0.0,1.1895
2,4,2026-01-01  01:36:36.0,-200.0,3.3401,0.0,1.2352
2,4,2026-01-01  01:37:12.0,-200.0,3.2896,0.0,1.281
2,4,2026-01-01  01:37:48.0,-200.0,3.2446,0.0,1.3267
2,4,2026-01-01  01:38:24.0,-200.0,3.2083,0.0,1.3725
2,4,2026-01-01  01:39:00.0,-200.0,3.1694,0.0,1.4182
2,4,2026-01-01  01:39:36.0,-200.0,3.1484,0.0,1.464
2,4,2026-01-01  01:40:12.0,-200.0,3.1185,0.0,1.5097
2,4,2026-01-01  01:40:48.0,-200.0,3.0998,0.0,1.5555
2,4,2026-01-01  01:41:24.0,-200.0,3.0852,0.0,1.6012
2,4,2026-01-01  01:42:00.0,-200.0,3.0673,0.0,1.647
2,4,2026-01-01  01:42:36.0,-200.0,3.0471,0.0,1.6927
2,4,2026-01-01  01:43:12.0,-200.0,3.042,0.0,1.7385
2,4,2026-01-01  01:43:48.0,-200.0,3.0336,0.0,1.7842
2,4,2026-01-01  01:44:24.0,-200.0,3.0202,0.0,1.83
2,4,2026-01-01  01:45:00.0,-200.0,3.0133,0.0,1.8757
2,4,2026-01-01  01:45:36.0,-200.0,3.0105,0.0,1.9215
2,4,2026-01-01  01:46:12.0,-200.0,3.0017,0.0,1.9672
2,4,2026-01-01  01:46:48.0,-200.0,3.0074,0.0,2.013
2,4,2026-01-01  01:47:24.0,-200.0,2.9928,0.0,2.0587
3,5,2026-01-01  01:48:00.0,200.0,2.9996,0.0457,0.0
3,5,2026-01-01  01:48:36.0,200.0,3.0057,0.0914,0.0
3,5,2026-01-01  01:49:12.0,200.0,3.0102,0.1371,0.0
3,5,2026-01-01  01:49:48.0,200.0,3.0166,0.1828,0.0
3,5,2026-01-01  01:50:24.0,200.0,3.0233,0.2285,0.0
3,5,2026-01-01  01:51:00.0,200.0,3.0295,0.2742,0.0
3,5,2026-01-01  01:51:36.0,200.0,3.0428,0.3199,0.0
3,5,2026-01-01  01:52:12.0,200.0,3.0441,0.3656,0.0
3,5,2026-01-01  01:52:48.0,200.0,3.0638,0.4113,0.0
3,5,2026-01-01  01:53:24.0,200.0,3.0775,0.457,0.0
3,5,2026-01-01  01:54:00.0,200.0,3.0987,0.5027,0.0
3,5,2026-01-01  01:54:36.0,200.0,3.121,0.5483,0.0
3,5,2026-01-01  01:55:12.0,200.0,3.1434,0.594,0.0
3,5,2026-01-01  01:55:48.0,200.0,3.1741,0.6397,0.0
3,5,2026-01-01  01:56:24.0,200.0,3.2127,0.6854,0.0
3,5,2026-01-01  01:57:00.0,200.0,3.2503,0.7311,0.0
3,5,2026-01-01  01:57:36.0,200.0,3.2909,0.7768,0.0
3,5,2026-01-01  01:58:12.0,200.0,3.3473,0.8225,0.0
3,5,2026-01-01  01:58:48.0,200.0,3.4006,0.8682,0.0
3,5,2026-01-01  01:59:24.0,200.0,3.4454,0.9139,0.0
3,5,2026-01-01  02:00:00.0,200.0,3.5096,0.9596,0.0
3,5,2026-01-01  02:00:36.0,200.0,3.5769,1.0053,0.0
3,5,2026-01-01  02:01:12.0,200.0,3.633,1.051,0.0
3,5,2026-01-01  02:01:48.0,200.0,3.692,1.0967,0.0
3,5,2026-01-01  02:02:24.0,200.0,3.7496,1.1424,0.0
3,5,2026-01-01  02:03:00.0,200.0,3.8047,1.1881,0.0
3,5,2026-01-01  02:03:36.0,200.0,3.8582,1.2338,0.0
3,5,2026-01-01  02:04:12.0,200.0,3.9054,1.2795,0.0
3,5,2026-01-01  02:04:48.0,200.0,3.9529,1.3252,0.0
3,5,2026-01-01  02:05:24.0,200.0,3.9885,1.3709,0.0
3,5,2026-01-01  02:06:00.0,200.0,4.0226,1.4166,0.0
3,5,2026-01-01  02:06:36.0,200.0,4.0502,1.4623,0.0
3,5,2026-01-01  02:07:12.0,200.0,4.0795,1.508,0.0
3,5,2026-01-01  02:07:48.0,200.0,4.099,1.5537,0.0
3,5,2026-01-01  02:08:24.0,200.0,4.1199,1.5994,0.0
3,5,2026-01-01  02:09:00.0,200.0,4.1393,1.645,0.0
3,5,2026-01-01  02:09:36.0,200.0,4.1506,1.6907,0.0
3,5,2026-01-01  02:10:12.0,200.0,4.1621,1.7364,0.0
3,5,2026-01-01  02:10:48.0,200.0,4.1709,1.7821,0.0
3,5,2026-01-01  02:11:24.0,200.0,4.1777,1.8278,0.0
3,5,2026-01-01  02:12:00.0,200.0,4.1835,1.8735,0.0
3,5,2026-01-01  02:12:36.0,200.0,4.1882,1.9192,0.0
3,5,2026-01-01  02:13:12.0,200.0,4.1958,1.9649,0.0
3,5,2026-01-01  02:13:48.0,200.0,4.1938,2.0106,0.0
3,5,2026-01-01  02:14:24.0,200.0,4.204,2.0563,0.0
3,6,2026-01-01  02:15:00.0,-200.0,4.1972,0.0,0.0451
3,6,2026-01-01  02:15:36.0,-200.0,4.1912,0.0,0.0903
3,6,2026-01-01  02:16:12.0,-200.0,4.1877,0.0,0.1354
3,6,2026-01-01  02:16:48.0,-200.0,4.1818,0.0,0.1806
3,6,2026-01-01  02:17:24.0,-200.0,4.178,0.0,0.2257
3,6,2026-01-01  02:18:00.0,-200.0,4.1677,0.0,0.2709
3,6,2026-01-01  02:18:36.0,-200.0,4.164,0.0,0.316
3,6,2026-01-01  02:19:12.0,-200.0,4.1471,0.0,0.3612
3,6,2026-01-01  02:19:48.0,-200.0,4.1294,0.0,0.4063
3,6,2026-01-01  02:20:24.0,-200.0,4.1182,0.0,0.4515
3,6,2026-01-01  02:21:00.0,-200.0,4.0957,0.0,0.4966
3,6,2026-01-01  02:21:36.0,-200.0,4.0795,0.0,0.5418
3,6,2026-01-01  02:22:12.0,-200.0,4.057,0.0,0.5869
3,6,2026-01-01  02:22:48.0,-200.0,4.0259,0.0,0.6321
3,6,2026-01-01  02:23:24.0,-200.0,3.9856,0.0,0.6772
3,6,2026-01-01  02:24:00.0,-200.0,3.9484,0.0,0.7224
3,6,2026-01-01  02:24:36.0,-200.0,3.9124,0.0,0.7675
3,6,2026-01-01  02:25:12.0,-200.0,3.8598,0.0,0.8127
3,6,2026-01-01  02:25:48.0,-200.0,3.8064,0.0,0.8578
3,6,2026-01-01  02:26:24.0,-200.0,3.7534,0.0,0.9029
3,6,2026-01-01  02:27:00.0,-200.0,3.6987,0.0,0.9481
3,6,2026-01-01  02:27:36.0,-200.0,3.6345,0.0,0.9932
3,6,2026-01-01  02:28:12.0,-200.0,3.5698,0.0,1.0384
3,6,2026-01-01  02:28:48.0,-200.0,3.5097,0.0,1.0835
3,6,2026-01-01  02:29:24.0,-200.0,3.4516,0.0,1.1287
3,6,2026-01-01  02:30:00.0,-200.0,3.3918,0.0,1.1738
3,6,2026-01-01  02:30:36.0,-200.0,3.338,0.0,1.219
3,6,2026-01-01  02:31:12.0,-200.0,3.2931,0.0,1.2641
3,6,2026-01-01  02:31:48.0,-200.0,3.2464,0.0,1.3093
3,6,2026-01-01  02:32:24.0,-200.0,3.2102,0.0,1.3544
3,6,2026-01-01  02:33:00.0,-200.0,3.1763,0.0,1.3996
3,6,2026-01-01  02:33:36.0,-200.0,3.1532,0.0,1.4447
3,6,2026-01-01  02:34:12.0,-200.0,3.1178,0.0,1.4899
3,6,2026-01-01  02:34:48.0,-200.0,3.098,0.0,1.535
3,6,2026-01-01  02:35:24.0,-200.0,3.0791,0.0,1.5802
3,6,2026-01-01  02:36:00.0,-200.0,3.0651,0.0,1.6253
3,6,2026-01-01  02:36:36.0,-200.0,3.0537,0.0,1.6705
3,6,2026-01-01  02:37:12.0,-200.0,3.0379,0.0,1.7156
3,6,2026-01-01  02:37:48.0,-200.0,3.0277,0.0,1.7607
3,6,2026-01-01  02:38:24.0,-200.0,3.0176,0.0,1.8059
3,6,2026-01-01  02:39:00.0,-200.0,3.0133,0.0,1.851
3,6,2026-01-01  02:39:36.0,-200.0,3.0125,0.0,1.8962
3,6,2026-01-01  02:40:12.0,-200.0,3.0067,0.0,1.9413
3,6,2026-01-01  02:40:48.0,-200.0,2.9999,0.0,1.9865
3,6,2026-01-01  02:41:24.0,-200.0,2.9989,0.0,2.0316
4,7,2026-01-01  02:42:00.0,200.0,3.003,0.0451,0.0
4,7,2026-01-01  02:42:36.0,200.0,3.008,0.0902,0.0
4,7,2026-01-01  02:43:12.0,200.0,3.0091,0.1353,0.0
4,7,2026-01-01  02:43:48.0,200.0,3.0154,0.1803,0.0
4,7,2026-01-01  02:44:24.0,200.0,3.017,0.2254,0.0
4,7,2026-01-01  02:45:00.0,200.0,3.0267,0.2705,0.0
4,7,2026-01-01  02:45:36.0,200.0,3.0443,0.3156,0.0
4,7,2026-01-01  02:46:12.0,200.0,3.0439,0.3607,0.0
4,7,2026-01-01  02:46:48.0,200.0,3.0628,0.4058,0.0
4,7,2026-01-01  02:47:24.0,200.0,3.0803,0.4509,0.0
4,7,2026-01-01  02:48:00.0,200.0,3.0972,0.4959,0.0
4,7,2026-01-01  02:48:36.0,200.0,3.118,0.541,0.0
4,7,2026-01-01  02:49:12.0,200.0,3.146,0.5861,0.0
4,7,2026-01-01  02:49:48.0,200.0,3.176,0.6312,0.0
4,7,2026-01-01  02:50:24.0,200.0,3.2101,0.6763,0.0
4,7,2026-01-01  02:51:00.0,200.0,3.2437,0.7214,0.0
4,7,2026-01-01  02:51:36.0,200.0,3.2925,0.7665,0.0
4,7,2026-01-01  02:52:12.0,200.0,3.3386,0.8115,0.0
4,7,2026-01-01  02:52:48.0,200.0,3.392,0.8566,0.0
4,7,2026-01-01  02:53:24.0,200.0,3.4504,0.9017,0.0
4,7,2026-01-01  02:54:00.0,200.0,3.5106,0.9468,0.0
4,7,2026-01-01  02:54:36.0,200.0,3.572,0.9919,0.0
4,7,2026-01-01  02:55:12.0,200.0,3.6292,1.037,0.0
4,7,2026-01-01  02:55:48.0,200.0,3.6941,1.0821,0.0
4,7,2026-01-01  02:56:24.0,200.0,3.7538,1.1271,0.0
4,7,2026-01-01  02:57:00.0,200.0,3.8098,1.1722,0.0
4,7,2026-01-01  02:57:36.0,200.0,3.863,1.2173,0.0
4,7,2026-01-01  02:58:12.0,200.0,3.9066,1.2624,0.0
4,7,2026-01-01  02:58:48.0,200.0,3.9502,1.3075,0.0
4,7,2026-01-01  02:59:24.0,200.0,3.9921,1.3526,0.0
4,7,2026-01-01  03:00:00.0,200.0,4.0199,1.3977,0.0
4,7,2026-01-01  03:00:36.0,200.0,4.0545,1.4427,0.0
4,7,2026-01-01  03:01:12.0,200.0,4.078,1.4878,0.0
4,7,2026-01-01  03:01:48.0,200.0,4.1006,1.5329,0.0
4,7,2026-01-01  03:02:24.0,200.0,4.1152,1.578,0.0
4,7,2026-01-01  03:03:00.0,200.0,4.1335,1.6231,0.0
4,7,2026-01-01  03:03:36.0,200.0,4.1494,1.6682,0.0
4,7,2026-01-01  03:04:12.0,200.0,4.1633,1.7133,0.0
4,7,2026-01-01  03:04:48.0,200.0,4.1728,1.7583,0.0
4,7,2026-01-01  03:05:24.0,200.0,4.1773,1.8034,0.0
4,7,2026-01-01  03:06:00.0,200.0,4.1833,1.8485,0.0
4,7,2026-01-01  03:06:36.0,200.0,4.1866,1.8936,0.0
4,7,2026-01-01  03:07:12.0,200.0,4.1947,1.9387,0.0
4,7,2026-01-01  03:07:48.0,200.0,4.1963,1.9838,0.0
4,7,2026-01-01  03:08:24.0,200.0,4.2018,2.0289,0.0
4,8,2026-01-01  03:09:00.0,-200.0,4.2023,0.0,0.0445
4,8,2026-01-01  03:09:36.0,-200.0,4.1934,0.0,0.0891
4,8,2026-01-01  03:10:12.0,-200.0,4.1846,0.0,0.1336
4,8,2026-01-01  03:10:48.0,-200.0,4.1813,0.0,0.1782
4,8,2026-01-01  03:11:24.0,-200.0,4.1731,0.0,0.2227
4,8,2026-01-01  03:12:00.0,-200.0,4.1662,0.0,0.2673
4,8,2026-01-01  03:12:36.0,-200.0,4.1645,0.0,0.3118
4,8,2026-01-01  03:13:12.0,-200.0,4.1502,0.0,0.3564
4,8,2026-01-01  03:13:48.0,-200.0,4.1317,0.0,0.4009
4,8,2026-01-01  03:14:24.0,-200.0,4.1224,0.0,0.4454
4,8,2026-01-01  03:15:00.0,-200.0,4.1055,0.0,0.49
4,8,2026-01-01  03:15:36.0,-200.0,4.0785,0.0,0.5345
4,8,2026-01-01  03:16:12.0,-200.0,4.0518,0.0,0.5791
4,8,2026-01-01  03:16:48.0,-200.0,4.0229,0.0,0.6236
4,8,2026-01-01  03:17:24.0,-200.0,3.9905,0.0,0.6682
4,8,2026-01-01  03:18:00.0,-200.0,3.9526,0.0,0.7127
4,8,2026-01-01  03:18:36.0,-200.0,3.9106,0.0,0.7573
4,8,2026-01-01  03:19:12.0,-200.0,3.8625,0.0,0.8018
4,8,2026-01-01  03:19:48.0,-200.0,3.8099,0.0,0.8464
4,8,2026-01-01  03:20:24.0,-200.0,3.7543,0.0,0.8909
4,8,2026-01-01  03:21:00.0,-200.0,3.6933,0.0,0.9354
4,8,2026-01-01  03:21:36.0,-200.0,3.6261,0.0,0.98
4,8,2026-01-01  03:22:12.0,-200.0,3.569,0.0,1.0245
4,8,2026-01-01  03:22:48.0,-200.0,3.5096,0.0,1.0691
4,8,2026-01-01  03:23:24.0,-200.0,3.4486,0.0,1.1136
4,8,2026-01-01  03:24:00.0,-200.0,3.3964,0.0,1.1582
4,8,2026-01-01  03:24:36.0,-200.0,3.3401,0.0,1.2027
4,8,2026-01-01  03:25:12.0,-200.0,3.2902,0.0,1.2473
4,8,2026-01-01  03:25:48.0,-200.0,3.2536,0.0,1.2918
4,8,2026-01-01  03:26:24.0,-200.0,3.2123,0.0,1.3363
4,8,2026-01-01  03:27:00.0,-200.0,3.1767,0.0,1.3809
4,8,2026-01-01  03:27:36.0,-200.0,3.1489,0.0,1.4254
4,8,2026-01-01  03:28:12.0,-200.0,3.1236,0.0,1.47
4,8,2026-01-01  03:28:48.0,-200.0,3.0993,0.0,1.5145
4,8,2026-01-01  03:29:24.0,-200.0,3.0722,0.0,1.5591
4,8,2026-01-01  03:30:00.0,-200.0,3.0618,0.0,1.6036
4,8,2026-01-01  03:30:36.0,-200.0,3.0491,0.0,1.6482
4,8,2026-01-01  03:31:12.0,-200.0,3.0365,0.0,1.6927
4,8,2026-01-01  03:31:48.0,-200.0,3.0308,0.0,1.7372
4,8,2026-01-01  03:32:24.0,-200.0,3.0261,0.0,1.7818
4,8,2026-01-01  03:33:00.0,-200.0,3.0147,0.0,1.8263
4,8,2026-01-01  03:33:36.0,-200.0,3.0075,0.0,1.8709
4,8,2026-01-01  03:34:12.0,-200.0,3.0126,0.0,1.9154
4,8,2026-01-01  03:34:48.0,-200.0,3.0016,0.0,1.96
4,8,2026-01-01  03:35:24.0,-200.0,2.9963,0.0,2.0045
5,9,2026-01-01  03:36:00.0,200.0,3.0037,0.0445,0.0
5,9,2026-01-01  03:36:36.0,200.0,3.0078,0.089,0.0
5,9,2026-01-01  03:37:12.0,200.0,3.0087,0.1334,0.0
5,9,2026-01-01  03:37:48.0,200.0,3.0185,0.1779,0.0
5,9,2026-01-01  03:38:24.0,200.0,3.021,0.2224,0.0
5,9,2026-01-01  03:39:00.0,200.0,3.0274,0.2669,0.0
5,9,2026-01-01  03:39:36.0,200.0,3.0399,0.3113,0.0
5,9,2026-01-01  03:40:12.0,200.0,3.0528,0.3558,0.0
5,9,2026-01-01  03:40:48.0,200.0,3.0619,0.4003,0.0
5,9,2026-01-01  03:41:24.0,200.0,3.0806,0.4448,0.0
5,9,2026-01-01  03:42:00.0,200.0,3.098,0.4892,0.0
5,9,2026-01-01  03:42:36.0,200.0,3.1289,0.5337,0.0
