Cycle Index,Step Index,Date,Current(mA),Voltage(V),Chg. Cap.(mAh),DChg. Cap.(mAh)
1,2,2026-01-01  00:42:36.0,-200.0,2.8311,0.0,1.044
1,2,2026-01-01  00:43:12.0,-200.0,2.7852,0.0,1.0827
1,2,2026-01-01  00:43:48.0,-200.0,2.7364,0.0,1.1214
1,2,2026-01-01  00:44:24.0,-200.0,2.7076,0.0,1.16
1,2,2026-01-01  00:45:00.0,-200.0,2.6691,0.0,1.1987
1,2,2026-01-01  00:45:36.0,-200.0,2.6393,0.0,1.2374
1,2,2026-01-01  00:46:12.0,-200.0,2.6147,0.0,1.276
1,2,2026-01-01  00:46:48.0,-200.0,2.596,0.0,1.3147
1,2,2026-01-01  00:47:24.0,-200.0,2.5764,0.0,1.3534
1,2,2026-01-01  00:48:00.0,-200.0,2.5606,0.0,1.3921
1,2,2026-01-01  00:48:36.0,-200.0,2.5523,0.0,1.4307
1,2,2026-01-01  00:49:12.0,-200.0,2.5356,0.0,1.4694
1,2,2026-01-01  00:49:48.0,-200.0,2.5258,0.0,1.5081
1,2,2026-01-01  00:50:24.0,-200.0,2.5239,0.0,1.5467
1,2,2026-01-01  00:51:00.0,-200.0,2.5176,0.0,1.5854
1,2,2026-01-01  00:51:36.0,-200.0,2.5137,0.0,1.6241
1,2,2026-01-01  00:52:12.0,-200.0,2.503,0.0,1.6627
1,2,2026-01-01  00:52:48.0,-200.0,2.5061,0.0,1.7014
1,2,2026-01-01  00:53:24.0,-200.0,2.5014,0.0,1.7401
2,3,2026-01-01  00:54:00.0,200.0,2.5081,0.0389,0.0
2,3,2026-01-01  00:54:36.0,200.0,2.5025,0.0777,0.0
2,3,2026-01-01  00:55:12.0,200.0,2.5111,0.1166,0.0
2,3,2026-01-01  00:55:48.0,200.0,2.5146,0.1555,0.0
2,3,2026-01-01  00:56:24.0,200.0,2.5168,0.1943,0.0
2,3,2026-01-01  00:57:00.0,200.0,2.5268,0.2332,0.0
2,3,2026-01-01  00:57:36.0,200.0,2.5411,0.272,0.0
2,3,2026-01-01  00:58:12.0,200.0,2.547,0.3109,0.0
2,3,2026-01-01  00:58:48.0,200.0,2.559,0.3498,0.0
2,3,2026-01-01  00:59:24.0,200.0,2.5789,0.3886,0.0
2,3,2026-01-01  01:00:00.0,200.0,2.5972,0.4275,0.0
2,3,2026-01-01  01:00:36.0,200.0,2.6183,0.4664,0.0
2,3,2026-01-01  01:01:12.0,200.0,2.6377,0.5052,0.0
2,3,2026-01-01  01:01:48.0,200.0,2.6685,0.5441,0.0
2,3,2026-01-01  01:02:24.0,200.0,2.7047,0.583,0.0
2,3,2026-01-01  01:03:00.0,200.0,2.7369,0.6218,0.0
2,3,2026-01-01  01:03:36.0,200.0,2.7785,0.6607,0.0
2,3,2026-01-01  01:04:12.0,200.0,2.8294,0.6995,0.0
2,3,2026-01-01  01:04:48.0,200.0,2.8819,0.7384,0.0
2,3,2026-01-01  01:05:24.0,200.0,2.9276,0.7773,0.0
2,3,2026-01-01  01:06:00.0,200.0,2.9797,0.8161,0.0
2,3,2026-01-01  01:06:36.0,200.0,3.0413,0.855,0.0
2,3,2026-01-01  01:07:12.0,200.0,3.1013,0.8939,0.0
2,3,2026-01-01  01:07:48.0,200.0,3.1621,0.9327,0.0
2,3,2026-01-01  01:08:24.0,200.0,3.2208,0.9716,0.0
2,3,2026-01-01  01:09:00.0,200.0,3.2723,1.0105,0.0
2,3,2026-01-01  01:09:36.0,200.0,3.3209,1.0493,0.0
2,3,2026-01-01  01:10:12.0,200.0,3.3697,1.0882,0.0
2,3,2026-01-01  01:10:48.0,200.0,3.4082,1.1271,0.0
2,3,2026-01-01  01:11:24.0,200.0,3.4483,1.1659,0.0
2,3,2026-01-01  01:12:00.0,200.0,3.4794,1.2048,0.0
2,3,2026-01-01  01:12:36.0,200.0,3.518,1.2436,0.0
2,3,2026-01-01  01:13:12.0,200.0,3.5371,1.2825,0.0
2,3,2026-01-01  01:13:48.0,200.0,3.5533,1.3214,0.0
2,3,2026-01-01  01:14:24.0,200.0,3.5707,1.3602,0.0
2,3,2026-01-01  01:15:00.0,200.0,3.5876,1.3991,0.0
2,3,2026-01-01  01:15:36.0,200.0,3.5967,1.438,0.0
2,3,2026-01-01  01:16:12.0,200.0,3.61,1.4768,0.0
2,3,2026-01-01  01:16:48.0,200.0,3.6189,1.5157,0.0
2,3,2026-01-01  01:17:24.0,200.0,3.6311,1.5546,0.0
2,3,2026-01-01  01:18:00.0,200.0,3.6333,1.5934,0.0
2,3,2026-01-01  01:18:36.0,200.0,3.6372,1.6323,0.0
2,3,2026-01-01  01:19:12.0,200.0,3.6397,1.6711,0.0
2,3,2026-01-01  01:19:48.0,200.0,3.6436,1.71,0.0
2,3,2026-01-01  01:20:24.0,200.0,3.6498,1.7489,0.0
2,4,2026-01-01  01:21:00.0,-200.0,3.6465,0.0,0.0384
2,4,2026-01-01  01:21:36.0,-200.0,3.6472,0.0,0.0768
2,4,2026-01-01  01:22:12.0,-200.0,3.6377,0.0,0.1152
2,4,2026-01-01  01:22:48.0,-200.0,3.6377,0.0,0.1536
2,4,2026-01-01  01:23:24.0,-200.0,3.6292,0.0,0.192
2,4,2026-01-01  01:24:00.0,-200.0,3.6211,0.0,0.2304
2,4,2026-01-01  01:24:36.0,-200.0,3.6062,0.0,0.2688
2,4,2026-01-01  01:25:12.0,-200.0,3.5977,0.0,0.3072
2,4,2026-01-01  01:25:48.0,-200.0,3.5911,0.0,0.3456
2,4,2026-01-01  01:26:24.0,-200.0,3.5779,0.0,0.384
2,4,2026-01-01  01:27:00.0,-200.0,3.5564,0.0,0.4224
2,4,2026-01-01  01:27:36.0,-200.0,3.5369,0.0,0.4608
2,4,2026-01-01  01:28:12.0,-200.0,3.5087,0.0,0.4992
2,4,2026-01-01  01:28:48.0,-200.0,3.4802,0.0,0.5376
2,4,2026-01-01  01:29:24.0,-200.0,3.4464,0.0,0.576
2,4,2026-01-01  01:30:00.0,-200.0,3.414,0.0,0.6144
2,4,2026-01-01  01:30:36.0,-200.0,3.3703,0.0,0.6528
2,4,2026-01-01  01:31:12.0,-200.0,3.3223,0.0,0.6912
2,4,2026-01-01  01:31:48.0,-200.0,3.2718,0.0,0.7296
2,4,2026-01-01  01:32:24.0,-200.0,3.2207,0.0,0.7679
2,4,2026-01-01  01:33:00.0,-200.0,3.1635,0.0,0.8063
2,4,2026-01-01  01:33:36.0,-200.0,3.1019,0.0,0.8447
2,4,2026-01-01  01:34:12.0,-200.0,3.0508,0.0,0.8831
2,4,2026-01-01  01:34:48.0,-200.0,2.9882,0.0,0.9215
2,4,2026-01-01  01:35:24.0,-200.0,2.931,0.0,0.9599
2,4,2026-01-01  01:36:00.0,-200.0,2.8817,0.0,0.9983
2,4,2026-01-01  01:36:36.0,-200.0,2.83,0.0,1.0367
2,4,2026-01-01  01:37:12.0,-200.0,2.7805,0.0,1.0751
2,4,2026-01-01  01:37:48.0,-200.0,2.7405,0.0,1.1135
2,4,2026-01-01  01:38:24.0,-200.0,2.6984,0.0,1.1519
2,4,2026-01-01  01:39:00.0,-200.0,2.6668,0.0,1.1903
2,4,2026-01-01  01:39:36.0,-200.0,2.6333,0.0,1.2287
2,4,2026-01-01  01:40:12.0,-200.0,2.619,0.0,1.2671
2,4,2026-01-01  01:40:48.0,-200.0,2.5885,0.0,1.3055
2,4,2026-01-01  01:41:24.0,-200.0,2.5783,0.0,1.3439
2,4,2026-01-01  01:42:00.0,-200.0,2.5586,0.0,1.3823
2,4,2026-01-01  01:42:36.0,-200.0,2.5455,0.0,1.4207
2,4,2026-01-01  01:43:12.0,-200.0,2.5372,0.0,1.4591
2,4,2026-01-01  01:43:48.0,-200.0,2.5297,0.0,1.4975
2,4,2026-01-01  01:44:24.0,-200.0,2.5234,0.0,1.5359
2,4,2026-01-01  01:45:00.0,-200.0,2.5208,0.0,1.5743
2,4,2026-01-01  01:45:36.0,-200.0,2.5115,0.0,1.6127
2,4,2026-01-01  01:46:12.0,-200.0,2.5089,0.0,1.6511
2,4,2026-01-01  01:46:48.0,-200.0,2.501,0.0,1.6895
2,4,2026-01-01  01:47:24.0,-200.0,2.5021,0.0,1.7279
3,5,2026-01-01  01:48:00.0,200.0,2.5033,0.0386,0.0
3,5,2026-01-01  01:48:36.0,200.0,2.5049,0.0772,0.0
3,5,2026-01-01  01:49:12.0,200.0,2.5101,0.1158,0.0
3,5,2026-01-01  01:49:48.0,200.0,2.5153,0.1544,0.0
3,5,2026-01-01  01:50:24.0,200.0,2.5221,0.1929,0.0
3,5,2026-01-01  01:51:00.0,200.0,2.5301,0.2315,0.0
3,5,2026-01-01  01:51:36.0,200.0,2.5362,0.2701,0.0
3,5,2026-01-01  01:52:12.0,200.0,2.5462,0.3087,0.0
3,5,2026-01-01  01:52:48.0,200.0,2.5634,0.3473,0.0
3,5,2026-01-01  01:53:24.0,200.0,2.5712,0.3859,0.0
3,5,2026-01-01  01:54:00.0,200.0,2.5924,0.4245,0.0
3,5,2026-01-01  01:54:36.0,200.0,2.62,0.4631,0.0
3,5,2026-01-01  01:55:12.0,200.0,2.6319,0.5017,0.0
3,5,2026-01-01  01:55:48.0,200.0,2.6666,0.5403,0.0
3,5,2026-01-01  01:56:24.0,200.0,2.7036,0.5788,0.0
3,5,2026-01-01  01:57:00.0,200.0,2.734,0.6174,0.0
3,5,2026-01-01  01:57:36.0,200.0,2.7885,0.656,0.0
3,5,2026-01-01  01:58:12.0,200.0,2.8192,0.6946,0.0
3,5,2026-01-01  01:58:48.0,200.0,2.8815,0.7332,0.0
3,5,2026-01-01  01:59:24.0,200.0,2.9357,0.7718,0.0
3,5,2026-01-01  02:00:00.0,200.0,2.9902,0.8104,0.0
3,5,2026-01-01  02:00:36.0,200.0,3.045,0.849,0.0
3,5,2026-01-01  02:01:12.0,200.0,3.1054,0.8876,0.0
3,5,2026-01-01  02:01:48.0,200.0,3.1598,0.9262,0.0
3,5,2026-01-01  02:02:24.0,200.0,3.2214,0.9647,0.0
3,5,2026-01-01  02:03:00.0,200.0,3.2694,1.0033,0.0
3,5,2026-01-01  02:03:36.0,200.0,3.3222,1.0419,0.0
3,5,2026-01-01  02:04:12.0,200.0,3.3723,1.0805,0.0
3,5,2026-01-01  02:04:48.0,200.0,3.4078,1.1191,0.0
3,5,2026-01-01  02:05:24.0,200.0,3.4473,1.1577,0.0
3,5,2026-01-01  02:06:00.0,200.0,3.4818,1.1963,0.0
3,5,2026-01-01  02:06:36.0,200.0,3.5059,1.2349,0.0
3,5,2026-01-01  02:07:12.0,200.0,3.5381,1.2735,0.0
3,5,2026-01-01  02:07:48.0,200.0,3.5568,1.3121,0.0
3,5,2026-01-01  02:08:24.0,200.0,3.5692,1.3506,0.0
3,5,2026-01-01  02:09:00.0,200.0,3.5887,1.3892,0.0
3,5,2026-01-01  02:09:36.0,200.0,3.5993,1.4278,0.0
3,5,2026-01-01  02:10:12.0,200.0,3.6103,1.4664,0.0
3,5,2026-01-01  02:10:48.0,200.0,3.6213,1.505,0.0
3,5,2026-01-01  02:11:24.0,200.0,3.6263,1.5436,0.0
3,5,2026-01-01  02:12:00.0,200.0,3.6374,1.5822,0.0
3,5,2026-01-01  02:12:36.0,200.0,3.6375,1.6208,0.0
3,5,2026-01-01  02:13:12.0,200.0,3.6467,1.6594,0.0
3,5,2026-01-01  02:13:48.0,200.0,3.647,1.698,0.0
3,5,2026-01-01  02:14:24.0,200.0,3.6526,1.7365,0.0
3,6,2026-01-01  02:15:00.0,-200.0,3.6456,0.0,0.0381
3,6,2026-01-01  02:15:36.0,-200.0,3.6422,0.0,0.0763
3,6,2026-01-01  02:16:12.0,-200.0,3.6361,0.0,0.1144
3,6,2026-01-01  02:16:48.0,-200.0,3.6363,0.0,0.1525
3,6,2026-01-01  02:17:24.0,-200.0,3.6313,0.0,0.1906
3,6,2026-01-01  02:18:00.0,-200.0,3.6275,0.0,0.2288
3,6,2026-01-01  02:18:36.0,-200.0,3.6161,0.0,0.2669
3,6,2026-01-01  02:19:12.0,-200.0,3.6023,0.0,0.305
3,6,2026-01-01  02:19:48.0,-200.0,3.5882,0.0,0.3431
3,6,2026-01-01  02:20:24.0,-200.0,3.5749,0.0,0.3813
3,6,2026-01-01  02:21:00.0,-200.0,3.5557,0.0,0.4194
3,6,2026-01-01  02:21:36.0,-200.0,3.539,0.0,0.4575
3,6,2026-01-01  02:22:12.0,-200.0,3.5128,0.0,0.4956
3,6,2026-01-01  02:22:48.0,-200.0,3.4788,0.0,0.5338
3,6,2026-01-01  02:23:24.0,-200.0,3.4464,0.0,0.5719
3,6,2026-01-01  02:24:00.0,-200.0,3.4152,0.0,0.61
3,6,2026-01-01  02:24:36.0,-200.0,3.3702,0.0,0.6482
3,6,2026-01-01  02:25:12.0,-200.0,3.3223,0.0,0.6863
3,6,2026-01-01  02:25:48.0,-200.0,3.2763,0.0,0.7244
3,6,2026-01-01  02:26:24.0,-200.0,3.2178,0.0,0.7625
3,6,2026-01-01  02:27:00.0,-200.0,3.1617,0.0,0.8007
3,6,2026-01-01  02:27:36.0,-200.0,3.103,0.0,0.8388
3,6,2026-01-01  02:28:12.0,-200.0,3.0397,0.0,0.8769
3,6,2026-01-01  02:28:48.0,-200.0,2.9901,0.0,0.915
3,6,2026-01-01  02:29:24.0,-200.0,2.9274,0.0,0.9532
3,6,2026-01-01  02:30:00.0,-200.0,2.8755,0.0,0.9913
3,6,2026-01-01  02:30:36.0,-200.0,2.8247,0.0,1.0294
3,6,2026-01-01  02:31:12.0,-200.0,2.7829,0.0,1.0675
3,6,2026-01-01  02:31:48.0,-200.0,2.7387,0.0,1.1057
3,6,2026-01-01  02:32:24.0,-200.0,2.7016,0.0,1.1438
3,6,2026-01-01  02:33:00.0,-200.0,2.6637,0.0,1.1819
3,6,2026-01-01  02:33:36.0,-200.0,2.6398,0.0,1.2201
3,6,2026-01-01  02:34:12.0,-200.0,2.6109,0.0,1.2582
3,6,2026-01-01  02:34:48.0,-200.0,2.5951,0.0,1.2963
3,6,2026-01-01  02:35:24.0,-200.0,2.5774,0.0,1.3344
3,6,2026-01-01  02:36:00.0,-200.0,2.5611,0.0,1.3726
3,6,2026-01-01  02:36:36.0,-200.0,2.5545,0.0,1.4107
3,6,2026-01-01  02:37:12.0,-200.0,2.5394,0.0,1.4488
3,6,2026-01-01  02:37:48.0,-200.0,2.5307,0.0,1.4869
3,6,2026-01-01  02:38:24.0,-200.0,2.522,0.0,1.5251
3,6,2026-01-01  02:39:00.0,-200.0,2.5149,0.0,1.5632
3,6,2026-01-01  02:39:36.0,-200.0,2.5133,0.0,1.6013
3,6,2026-01-01  02:40:12.0,-200.0,2.5096,0.0,1.6395
3,6,2026-01-01  02:40:48.0,-200.0,2.4989,0.0,1.6776
3,6,2026-01-01  02:41:24.0,-200.0,2.5032,0.0,1.7157
4,7,2026-01-01  02:42:00.0,200.0,2.5044,0.0383,0.0
4,7,2026-01-01  02:42:36.0,200.0,2.5091,0.0766,0.0
4,7,2026-01-01  02:43:12.0,200.0,2.5118,0.1149,0.0
4,7,2026-01-01  02:43:48.0,200.0,2.5117,0.1533,0.0
4,7,2026-01-01  02:44:24.0,200.0,2.518,0.1916,0.0
4,7,2026-01-01  02:45:00.0,200.0,2.5344,0.2299,0.0
4,7,2026-01-01  02:45:36.0,200.0,2.5385,0.2682,0.0
4,7,2026-01-01  02:46:12.0,200.0,2.5442,0.3065,0.0
4,7,2026-01-01  02:46:48.0,200.0,2.5622,0.3448,0.0
4,7,2026-01-01  02:47:24.0,200.0,2.5752,0.3832,0.0
4,7,2026-01-01  02:48:00.0,200.0,2.5887,0.4215,0.0
4,7,2026-01-01  02:48:36.0,200.0,2.6085,0.4598,0.0
4,7,2026-01-01  02:49:12.0,200.0,2.6353,0.4981,0.0
4,7,2026-01-01  02:49:48.0,200.0,2.6695,0.5364,0.0
4,7,2026-01-01  02:50:24.0,200.0,2.7014,0.5747,0.0
4,7,2026-01-01  02:51:00.0,200.0,2.7382,0.6131,0.0
4,7,2026-01-01  02:51:36.0,200.0,2.7816,0.6514,0.0
4,7,2026-01-01  02:52:12.0,200.0,2.8288,0.6897,0.0
4,7,2026-01-01  02:52:48.0,200.0,2.8709,0.728,0.0
4,7,2026-01-01  02:53:24.0,200.0,2.9301,0.7663,0.0
4,7,2026-01-01  02:54:00.0,200.0,2.985,0.8046,0.0
4,7,2026-01-01  02:54:36.0,200.0,3.0419,0.8429,0.0
4,7,2026-01-01  02:55:12.0,200.0,3.1027,0.8813,0.0
4,7,2026-01-01  02:55:48.0,200.0,3.1622,0.9196,0.0
4,7,2026-01-01  02:56:24.0,200.0,3.2182,0.9579,0.0
4,7,2026-01-01  02:57:00.0,200.0,3.2684,0.9962,0.0
4,7,2026-01-01  02:57:36.0,200.0,3.3216,1.0345,0.0
4,7,2026-01-01  02:58:12.0,200.0,3.3753,1.0728,0.0
4,7,2026-01-01  02:58:48.0,200.0,3.4079,1.1112,0.0
4,7,2026-01-01  02:59:24.0,200.0,3.4434,1.1495,0.0
4,7,2026-01-01  03:00:00.0,200.0,3.4821,1.1878,0.0
4,7,2026-01-01  03:00:36.0,200.0,3.5117,1.2261,0.0
4,7,2026-01-01  03:01:12.0,200.0,3.536,1.2644,0.0
4,7,2026-01-01  03:01:48.0,200.0,3.5524,1.3027,0.0
4,7,2026-01-01  03:02:24.0,200.0,3.5767,1.3411,0.0
4,7,2026-01-01  03:03:00.0,200.0,3.5865,1.3794,0.0
4,7,2026-01-01  03:03:36.0,200.0,3.5982,1.4177,0.0
4,7,2026-01-01  03:04:12.0,200.0,3.6104,1.456,0.0
4,7,2026-01-01  03:04:48.0,200.0,3.6208,1.4943,0.0
4,7,2026-01-01  03:05:24.0,200.0,3.6306,1.5326,0.0
4,7,2026-01-01  03:06:00.0,200.0,3.6364,1.571,0.0
4,7,2026-01-01  03:06:36.0,200.0,3.6395,1.6093,0.0
4,7,2026-01-01  03:07:12.0,200.0,3.6465,1.6476,0.0
4,7,2026-01-01  03:07:48.0,200.0,3.6474,1.6859,0.0
4,7,2026-01-01  03:08:24.0,200.0,3.6527,1.7242,0.0
4,8,2026-01-01  03:09:00.0,-200.0,3.643,0.0,0.0379
4,8,2026-01-01  03:09:36.0,-200.0,3.639,0.0,0.0757
4,8,2026-01-01  03:10:12.0,-200.0,3.6419,0.0,0.1136
4,8,2026-01-01  03:10:48.0,-200.0,3.6304,0.0,0.1514
4,8,2026-01-01  03:11:24.0,-200.0,3.6275,0.0,0.1893
4,8,2026-01-01  03:12:00.0,-200.0,3.6208,0.0,0.2271
4,8,2026-01-01  03:12:36.0,-200.0,3.6108,0.0,0.265
4,8,2026-01-01  03:13:12.0,-200.0,3.6002,0.0,0.3028
4,8,2026-01-01  03:13:48.0,-200.0,3.5931,0.0,0.3407
4,8,2026-01-01  03:14:24.0,-200.0,3.5661,0.0,0.3786
4,8,2026-01-01  03:15:00.0,-200.0,3.5584,0.0,0.4164
4,8,2026-01-01  03:15:36.0,-200.0,3.5415,0.0,0.4543
4,8,2026-01-01  03:16:12.0,-200.0,3.51,0.0,0.4921
4,8,2026-01-01  03:16:48.0,-200.0,3.4812,0.0,0.53
4,8,2026-01-01  03:17:24.0,-200.0,3.4506,0.0,0.5678
4,8,2026-01-01  03:18:00.0,-200.0,3.4166,0.0,0.6057
4,8,2026-01-01  03:18:36.0,-200.0,3.3657,0.0,0.6436
4,8,2026-01-01  03:19:12.0,-200.0,3.3233,0.0,0.6814
4,8,2026-01-01  03:19:48.0,-200.0,3.2722,0.0,0.7193
4,8,2026-01-01  03:20:24.0,-200.0,3.2207,0.0,0.7571
4,8,2026-01-01  03:21:00.0,-200.0,3.163,0.0,0.795
4,8,2026-01-01  03:21:36.0,-200.0,3.1064,0.0,0.8328
4,8,2026-01-01  03:22:12.0,-200.0,3.0444,0.0,0.8707
4,8,2026-01-01  03:22:48.0,-200.0,2.9876,0.0,0.9085
4,8,2026-01-01  03:23:24.0,-200.0,2.929,0.0,0.9464
4,8,2026-01-01  03:24:00.0,-200.0,2.8752,0.0,0.9843
4,8,2026-01-01  03:24:36.0,-200.0,2.8265,0.0,1.0221
4,8,2026-01-01  03:25:12.0,-200.0,2.7803,0.0,1.06
4,8,2026-01-01  03:25:48.0,-200.0,2.7354,0.0,1.0978
4,8,2026-01-01  03:26:24.0,-200.0,2.7063,0.0,1.1357
4,8,2026-01-01  03:27:00.0,-200.0,2.6683,0.0,1.1735
4,8,2026-01-01  03:27:36.0,-200.0,2.6359,0.0,1.2114
4,8,2026-01-01  03:28:12.0,-200.0,2.6187,0.0,1.2493
4,8,2026-01-01  03:28:48.0,-200.0,2.592,0.0,1.2871
4,8,2026-01-01  03:29:24.0,-200.0,2.5778,0.0,1.325
4,8,2026-01-01  03:30:00.0,-200.0,2.5611,0.0,1.3628
4,8,2026-01-01  03:30:36.0,-200.0,2.5492,0.0,1.4007
4,8,2026-01-01  03:31:12.0,-200.0,2.5383,0.0,1.4385
4,8,2026-01-01  03:31:48.0,-200.0,2.5272,0.0,1.4764
4,8,2026-01-01  03:32:24.0,-200.0,2.5217,0.0,1.5142
4,8,2026-01-01  03:33:00.0,-200.0,2.5215,0.0,1.5521
4,8,2026-01-01  03:33:36.0,-200.0,2.5037,0.0,1.59
4,8,2026-01-01  03:34:12.0,-200.0,2.5064,0.0,1.6278
4,8,2026-01-01  03:34:48.0,-200.0,2.5041,0.0,1.6657
4,8,2026-01-01  03:35:24.0,-200.0,2.4968,0.0,1.7035
5,9,2026-01-01  03:36:00.0,200.0,2.4987,0.038,0.0
5,9,2026-01-01  03:36:36.0,200.0,2.5127,0.0761,0.0
5,9,2026-01-01  03:37:12.0,200.0,2.5093,0.1141,0.0
5,9,2026-01-01  03:37:48.0,200.0,2.5217,0.1522,0.0
5,9,2026-01-01  03:38:24.0,200.0,2.5232,0.1902,0.0
5,9,2026-01-01  03:39:00.0,200.0,2.5291,0.2283,0.0
5,9,2026-01-01  03:39:36.0,200.0,2.5392,0.2663,0.0
5,9,2026-01-01  03:40:12.0,200.0,2.5503,0.3043,0.0
5,9,2026-01-01  03:40:48.0,200.0,2.5647,0.3424,0.0
5,9,2026-01-01  03:41:24.0,200.0,2.5776,0.3804,0.0
5,9,2026-01-01  03:42:00.0,200.0,2.5947,0.4185,0.0
5,9,2026-01-01  03:42:36.0,200.0,2.6159,0.4565,0.0
