Cycle Index,Step Index,Date,Current(mA),Voltage(V),Chg. Cap.(mAh),DChg. Cap.(mAh)
1,1,2026-01-01  00:22:48.0,200.0,3.6191,1.482,0.0
1,1,2026-01-01  00:23:24.0,200.0,3.6244,1.52,0.0
1,1,2026-01-01  00:24:00.0,200.0,3.631,1.558,0.0
1,1,2026-01-01  00:24:36.0,200.0,3.6407,1.596,0.0
1,1,2026-01-01  00:25:12.0,200.0,3.6409,1.634,0.0
1,1,2026-01-01  00:25:48.0,200.0,3.6474,1.672,0.0
1,1,2026-01-01  00:26:24.0,200.0,3.6532,1.71,0.0
1,2,2026-01-01  00:27:00.0,-200.0,3.6503,0.0,0.0375
1,2,2026-01-01  00:27:36.0,-200.0,3.6484,0.0,0.0751
1,2,2026-01-01  00:28:12.0,-200.0,3.6387,0.0,0.1126
1,2,2026-01-01  00:28:48.0,-200.0,3.6313,0.0,0.1502
1,2,2026-01-01  00:29:24.0,-200.0,3.6315,0.0,0.1877
1,2,2026-01-01  00:30:00.0,-200.0,3.622,0.0,0.2253
1,2,2026-01-01  00:30:36.0,-200.0,3.6156,0.0,0.2628
1,2,2026-01-01  00:31:12.0,-200.0,3.6016,0.0,0.3004
1,2,2026-01-01  00:31:48.0,-200.0,3.5925,0.0,0.3379
1,2,2026-01-01  00:32:24.0,-200.0,3.5763,0.0,0.3754
1,2,2026-01-01  00:33:00.0,-200.0,3.5579,0.0,0.413
1,2,2026-01-01  00:33:36.0,-200.0,3.5361,0.0,0.4505
1,2,2026-01-01  00:34:12.0,-200.0,3.5111,0.0,0.4881
1,2,2026-01-01  00:34:48.0,-200.0,3.482,0.0,0.5256
1,2,2026-01-01  00:35:24.0,-200.0,3.4491,0.0,0.5632
1,2,2026-01-01  00:36:00.0,-200.0,3.4141,0.0,0.6007
1,2,2026-01-01  00:36:36.0,-200.0,3.3677,0.0,0.6382
1,2,2026-01-01  00:37:12.0,-200.0,3.3282,0.0,0.6758
1,2,2026-01-01  00:37:48.0,-200.0,3.2724,0.0,0.7133
1,2,2026-01-01  00:38:24.0,-200.0,3.2219,0.0,0.7509
1,2,2026-01-01  00:39:00.0,-200.0,3.1623,0.0,0.7884
1,2,2026-01-01  00:39:36.0,-200.0,3.1036,0.0,0.826
1,2,2026-01-01  00:40:12.0,-200.0,3.0517,0.0,0.8635
1,2,2026-01-01  00:40:48.0,-200.0,2.9865,0.0,0.9011
1,2,2026-01-01  00:41:24.0,-200.0,2.9272,0.0,0.9386
1,2,2026-01-01  00:42:00.0,-200.0,2.8751,0.0,0.9761
1,2,2026-01-01  00:42:36.0,-200.0,2.826,0.0,1.0137
1,2,2026-01-01  00:43:12.0,-200.0,2.7872,0.0,1.0512
1,2,2026-01-01  00:43:48.0,-200.0,2.7395,0.0,1.0888
1,2,2026-01-01  00:44:24.0,-200.0,2.7044,0.0,1.1263
1,2,2026-01-01  00:45:00.0,-200.0,2.6657,0.0,1.1639
1,2,2026-01-01  00:45:36.0,-200.0,2.6411,0.0,1.2014
1,2,2026-01-01  00:46:12.0,-200.0,2.6174,0.0,1.239
1,2,2026-01-01  00:46:48.0,-200.0,2.5996,0.0,1.2765
1,2,2026-01-01  00:47:24.0,-200.0,2.5742,0.0,1.314
1,2,2026-01-01  00:48:00.0,-200.0,2.5629,0.0,1.3516
1,2,2026-01-01  00:48:36.0,-200.0,2.5493,0.0,1.3891
1,2,2026-01-01  00:49:12.0,-200.0,2.5347,0.0,1.4267
1,2,2026-01-01  00:49:48.0,-200.0,2.5288,0.0,1.4642
1,2,2026-01-01  00:50:24.0,-200.0,2.5208,0.0,1.5018
1,2,2026-01-01  00:51:00.0,-200.0,2.5085,0.0,1.5393
1,2,2026-01-01  00:51:36.0,-200.0,2.5122,0.0,1.5768
1,2,2026-01-01  00:52:12.0,-200.0,2.5079,0.0,1.6144
1,2,2026-01-01  00:52:48.0,-200.0,2.5015,0.0,1.6519
1,2,2026-01-01  00:53:24.0,-200.0,2.496,0.0,1.6895
2,3,2026-01-01  00:54:00.0,200.0,2.5073,0.0378,0.0
2,3,2026-01-01  00:54:36.0,200.0,2.507,0.0755,0.0
2,3,2026-01-01  00:55:12.0,200.0,2.5135,0.1133,0.0
2,3,2026-01-01  00:55:48.0,200.0,2.5197,0.1511,0.0
2,3,2026-01-01  00:56:24.0,200.0,2.52,0.1889,0.0
2,3,2026-01-01  00:57:00.0,200.0,2.5313,0.2266,0.0
2,3,2026-01-01  00:57:36.0,200.0,2.537,0.2644,0.0
2,3,2026-01-01  00:58:12.0,200.0,2.5482,0.3022,0.0
2,3,2026-01-01  00:58:48.0,200.0,2.5609,0.3399,0.0
2,3,2026-01-01  00:59:24.0,200.0,2.5763,0.3777,0.0
2,3,2026-01-01  01:00:00.0,200.0,2.5976,0.4155,0.0
2,3,2026-01-01  01:00:36.0,200.0,2.6157,0.4533,0.0
2,3,2026-01-01  01:01:12.0,200.0,2.6396,0.491,0.0
2,3,2026-01-01  01:01:48.0,200.0,2.6679,0.5288,0.0
2,3,2026-01-01  01:02:24.0,200.0,2.7026,0.5666,0.0
2,3,2026-01-01  01:03:00.0,200.0,2.7362,0.6044,0.0
2,3,2026-01-01  01:03:36.0,200.0,2.7792,0.6421,0.0
2,3,2026-01-01  01:04:12.0,200.0,2.8268,0.6799,0.0
2,3,2026-01-01  01:04:48.0,200.0,2.8755,0.7177,0.0
2,3,2026-01-01  01:05:24.0,200.0,2.9307,0.7554,0.0
2,3,2026-01-01  01:06:00.0,200.0,2.9856,0.7932,0.0
2,3,2026-01-01  01:06:36.0,200.0,3.0516,0.831,0.0
2,3,2026-01-01  01:07:12.0,200.0,3.1084,0.8688,0.0
2,3,2026-01-01  01:07:48.0,200.0,3.1639,0.9065,0.0
2,3,2026-01-01  01:08:24.0,200.0,3.2188,0.9443,0.0
2,3,2026-01-01  01:09:00.0,200.0,3.2793,0.9821,0.0
2,3,2026-01-01  01:09:36.0,200.0,3.324,1.0198,0.0
2,3,2026-01-01  01:10:12.0,200.0,3.369,1.0576,0.0
2,3,2026-01-01  01:10:48.0,200.0,3.412,1.0954,0.0
2,3,2026-01-01  01:11:24.0,200.0,3.4493,1.1332,0.0
2,3,2026-01-01  01:12:00.0,200.0,3.4855,1.1709,0.0
2,3,2026-01-01  01:12:36.0,200.0,3.5099,1.2087,0.0
2,3,2026-01-01  01:13:12.0,200.0,3.5409,1.2465,0.0
2,3,2026-01-01  01:13:48.0,200.0,3.5531,1.2842,0.0
2,3,2026-01-01  01:14:24.0,200.0,3.5758,1.322,0.0
2,3,2026-01-01  01:15:00.0,200.0,3.5859,1.3598,0.0
2,3,2026-01-01  01:15:36.0,200.0,3.607,1.3976,0.0
2,3,2026-01-01  01:16:12.0,200.0,3.6112,1.4353,0.0
2,3,2026-01-01  01:16:48.0,200.0,3.6209,1.4731,0.0
2,3,2026-01-01  01:17:24.0,200.0,3.6312,1.5109,0.0
2,3,2026-01-01  01:18:00.0,200.0,3.6383,1.5487,0.0
2,3,2026-01-01  01:18:36.0,200.0,3.6363,1.5864,0.0
2,3,2026-01-01  01:19:12.0,200.0,3.6427,1.6242,0.0
2,3,2026-01-01  01:19:48.0,200.0,3.643,1.662,0.0
2,3,2026-01-01  01:20:24.0,200.0,3.6504,1.6997,0.0
2,4,2026-01-01  01:21:00.0,-200.0,3.6469,0.0,0.0373
2,4,2026-01-01  01:21:36.0,-200.0,3.6427,0.0,0.0746
2,4,2026-01-01  01:22:12.0,-200.0,3.6375,0.0,0.112
2,4,2026-01-01  01:22:48.0,-200.0,3.6334,0.0,0.1493
2,4,2026-01-01  01:23:24.0,-200.0,3.6262,0.0,0.1866
2,4,2026-01-01  01:24:00.0,-200.0,3.6227,0.0,0.2239
2,4,2026-01-01  01:24:36.0,-200.0,3.6168,0.0,0.2612
2,4,2026-01-01  01:25:12.0,-200.0,3.5958,0.0,0.2985
2,4,2026-01-01  01:25:48.0,-200.0,3.5885,0.0,0.3359
2,4,2026-01-01  01:26:24.0,-200.0,3.5725,0.0,0.3732
2,4,2026-01-01  01:27:00.0,-200.0,3.5573,0.0,0.4105
2,4,2026-01-01  01:27:36.0,-200.0,3.5318,0.0,0.4478
2,4,2026-01-01  01:28:12.0,-200.0,3.5095,0.0,0.4851
2,4,2026-01-01  01:28:48.0,-200.0,3.4782,0.0,0.5225
2,4,2026-01-01  01:29:24.0,-200.0,3.4505,0.0,0.5598
2,4,2026-01-01  01:30:00.0,-200.0,3.4114,0.0,0.5971
2,4,2026-01-01  01:30:36.0,-200.0,3.3688,0.0,0.6344
2,4,2026-01-01  01:31:12.0,-200.0,3.3242,0.0,0.6717
2,4,2026-01-01  01:31:48.0,-200.0,3.272,0.0,0.7091
2,4,2026-01-01  01:32:24.0,-200.0,3.2143,0.0,0.7464
2,4,2026-01-01  01:33:00.0,-200.0,3.1643,0.0,0.7837
2,4,2026-01-01  01:33:36.0,-200.0,3.1052,0.0,0.821
2,4,2026-01-01  01:34:12.0,-200.0,3.0452,0.0,0.8583
2,4,2026-01-01  01:34:48.0,-200.0,2.9904,0.0,0.8956
2,4,2026-01-01  01:35:24.0,-200.0,2.9347,0.0,0.933
2,4,2026-01-01  01:36:00.0,-200.0,2.874,0.0,0.9703
2,4,2026-01-01  01:36:36.0,-200.0,2.8246,0.0,1.0076
2,4,2026-01-01  01:37:12.0,-200.0,2.7854,0.0,1.0449
2,4,2026-01-01  01:37:48.0,-200.0,2.7432,0.0,1.0822
2,4,2026-01-01  01:38:24.0,-200.0,2.6994,0.0,1.1196
2,4,2026-01-01  01:39:00.0,-200.0,2.6652,0.0,1.1569
2,4,2026-01-01  01:39:36.0,-200.0,2.6382,0.0,1.1942
2,4,2026-01-01  01:40:12.0,-200.0,2.6139,0.0,1.2315
2,4,2026-01-01  01:40:48.0,-200.0,2.5895,0.0,1.2688
2,4,2026-01-01  01:41:24.0,-200.0,2.5764,0.0,1.3062
2,4,2026-01-01  01:42:00.0,-200.0,2.5573,0.0,1.3435
2,4,2026-01-01  01:42:36.0,-200.0,2.5448,0.0,1.3808
2,4,2026-01-01  01:43:12.0,-200.0,2.5405,0.0,1.4181
2,4,2026-01-01  01:43:48.0,-200.0,2.5269,0.0,1.4554
2,4,2026-01-01  01:44:24.0,-200.0,2.5213,0.0,1.4927
2,4,2026-01-01  01:45:00.0,-200.0,2.5173,0.0,1.5301
2,4,2026-01-01  01:45:36.0,-200.0,2.5128,0.0,1.5674
2,4,2026-01-01  01:46:12.0,-200.0,2.5052,0.0,1.6047
2,4,2026-01-01  01:46:48.0,-200.0,2.503,0.0,1.642
2,4,2026-01-01  01:47:24.0,-200.0,2.4975,0.0,1.6793
3,5,2026-01-01  01:48:00.0,200.0,2.5081,0.0375,0.0
3,5,2026-01-01  01:48:36.0,200.0,2.5082,0.0751,0.0
3,5,2026-01-01  01:49:12.0,200.0,2.5071,0.1126,0.0
3,5,2026-01-01  01:49:48.0,200.0,2.5155,0.1502,0.0
3,5,2026-01-01  01:50:24.0,200.0,2.5237,0.1877,0.0
3,5,2026-01-01  01:51:00.0,200.0,2.5303,0.2253,0.0
3,5,2026-01-01  01:51:36.0,200.0,2.5433,0.2628,0.0
3,5,2026-01-01  01:52:12.0,200.0,2.5525,0.3004,0.0
3,5,2026-01-01  01:52:48.0,200.0,2.5595,0.3379,0.0
3,5,2026-01-01  01:53:24.0,200.0,2.576,0.3754,0.0
3,5,2026-01-01  01:54:00.0,200.0,2.5904,0.413,0.0
3,5,2026-01-01  01:54:36.0,200.0,2.6161,0.4505,0.0
3,5,2026-01-01  01:55:12.0,200.0,2.6405,0.4881,0.0
3,5,2026-01-01  01:55:48.0,200.0,2.6768,0.5256,0.0
3,5,2026-01-01  01:56:24.0,200.0,2.7019,0.5632,0.0
3,5,2026-01-01  01:57:00.0,200.0,2.7326,0.6007,0.0
3,5,2026-01-01  01:57:36.0,200.0,2.7787,0.6382,0.0
3,5,2026-01-01  01:58:12.0,200.0,2.8273,0.6758,0.0
3,5,2026-01-01  01:58:48.0,200.0,2.8735,0.7133,0.0
3,5,2026-01-01  01:59:24.0,200.0,2.9284,0.7509,0.0
3,5,2026-01-01  02:00:00.0,200.0,2.9864,0.7884,0.0
3,5,2026-01-01  02:00:36.0,200.0,3.0467,0.826,0.0
3,5,2026-01-01  02:01:12.0,200.0,3.1039,0.8635,0.0
3,5,2026-01-01  02:01:48.0,200.0,3.1599,0.9011,0.0
3,5,2026-01-01  02:02:24.0,200.0,3.2214,0.9386,0.0
3,5,2026-01-01  02:03:00.0,200.0,3.2711,0.9761,0.0
3,5,2026-01-01  02:03:36.0,200.0,3.3215,1.0137,0.0
3,5,2026-01-01  02:04:12.0,200.0,3.3651,1.0512,0.0
3,5,2026-01-01  02:04:48.0,200.0,3.4087,1.0888,0.0
3,5,2026-01-01  02:05:24.0,200.0,3.4504,1.1263,0.0
3,5,2026-01-01  02:06:00.0,200.0,3.4764,1.1639,0.0
3,5,2026-01-01  02:06:36.0,200.0,3.5097,1.2014,0.0
3,5,2026-01-01  02:07:12.0,200.0,3.5368,1.239,0.0
3,5,2026-01-01  02:07:48.0,200.0,3.5546,1.2765,0.0
3,5,2026-01-01  02:08:24.0,200.0,3.5744,1.314,0.0
3,5,2026-01-01  02:09:00.0,200.0,3.5855,1.3516,0.0
3,5,2026-01-01  02:09:36.0,200.0,3.6055,1.3891,0.0
3,5,2026-01-01  02:10:12.0,200.0,3.6155,1.4267,0.0
3,5,2026-01-01  02:10:48.0,200.0,3.6218,1.4642,0.0
3,5,2026-01-01  02:11:24.0,200.0,3.6232,1.5018,0.0
3,5,2026-01-01  02:12:00.0,200.0,3.6314,1.5393,0.0
3,5,2026-01-01  02:12:36.0,200.0,3.6425,1.5768,0.0
3,5,2026-01-01  02:13:12.0,200.0,3.6489,1.6144,0.0
3,5,2026-01-01  02:13:48.0,200.0,3.6481,1.6519,0.0
3,5,2026-01-01  02:14:24.0,200.0,3.6537,1.6895,0.0
3,6,2026-01-01  02:15:00.0,-200.0,3.6454,0.0,0.0371
3,6,2026-01-01  02:15:36.0,-200.0,3.6432,0.0,0.0742
3,6,2026-01-01  02:16:12.0,-200.0,3.6396,0.0,0.1113
3,6,2026-01-01  02:16:48.0,-200.0,3.6358,0.0,0.1484
3,6,2026-01-01  02:17:24.0,-200.0,3.6239,0.0,0.1855
3,6,2026-01-01  02:18:00.0,-200.0,3.6239,0.0,0.2226
3,6,2026-01-01  02:18:36.0,-200.0,3.6162,0.0,0.2597
3,6,2026-01-01  02:19:12.0,-200.0,3.5981,0.0,0.2967
3,6,2026-01-01  02:19:48.0,-200.0,3.5848,0.0,0.3338
3,6,2026-01-01  02:20:24.0,-200.0,3.5748,0.0,0.3709
3,6,2026-01-01  02:21:00.0,-200.0,3.5538,0.0,0.408
3,6,2026-01-01  02:21:36.0,-200.0,3.5275,0.0,0.4451
3,6,2026-01-01  02:22:12.0,-200.0,3.5124,0.0,0.4822
3,6,2026-01-01  02:22:48.0,-200.0,3.4818,0.0,0.5193
3,6,2026-01-01  02:23:24.0,-200.0,3.447,0.0,0.5564
3,6,2026-01-01  02:24:00.0,-200.0,3.4174,0.0,0.5935
3,6,2026-01-01  02:24:36.0,-200.0,3.3697,0.0,0.6306
3,6,2026-01-01  02:25:12.0,-200.0,3.3208,0.0,0.6677
3,6,2026-01-01  02:25:48.0,-200.0,3.2731,0.0,0.7048
3,6,2026-01-01  02:26:24.0,-200.0,3.2159,0.0,0.7419
3,6,2026-01-01  02:27:00.0,-200.0,3.1602,0.0,0.779
3,6,2026-01-01  02:27:36.0,-200.0,3.1055,0.0,0.8161
3,6,2026-01-01  02:28:12.0,-200.0,3.044,0.0,0.8531
3,6,2026-01-01  02:28:48.0,-200.0,2.9861,0.0,0.8902
3,6,2026-01-01  02:29:24.0,-200.0,2.936,0.0,0.9273
3,6,2026-01-01  02:30:00.0,-200.0,2.8798,0.0,0.9644
3,6,2026-01-01  02:30:36.0,-200.0,2.8294,0.0,1.0015
3,6,2026-01-01  02:31:12.0,-200.0,2.7823,0.0,1.0386
3,6,2026-01-01  02:31:48.0,-200.0,2.7404,0.0,1.0757
3,6,2026-01-01  02:32:24.0,-200.0,2.706,0.0,1.1128
3,6,2026-01-01  02:33:00.0,-200.0,2.6686,0.0,1.1499
3,6,2026-01-01  02:33:36.0,-200.0,2.6456,0.0,1.187
3,6,2026-01-01  02:34:12.0,-200.0,2.6125,0.0,1.2241
3,6,2026-01-01  02:34:48.0,-200.0,2.5935,0.0,1.2612
3,6,2026-01-01  02:35:24.0,-200.0,2.5721,0.0,1.2983
3,6,2026-01-01  02:36:00.0,-200.0,2.5601,0.0,1.3354
3,6,2026-01-01  02:36:36.0,-200.0,2.55,0.0,1.3725
3,6,2026-01-01  02:37:12.0,-200.0,2.5421,0.0,1.4096
3,6,2026-01-01  02:37:48.0,-200.0,2.5269,0.0,1.4466
3,6,2026-01-01  02:38:24.0,-200.0,2.5216,0.0,1.4837
3,6,2026-01-01  02:39:00.0,-200.0,2.5144,0.0,1.5208
3,6,2026-01-01  02:39:36.0,-200.0,2.5082,0.0,1.5579
3,6,2026-01-01  02:40:12.0,-200.0,2.5027,0.0,1.595
3,6,2026-01-01  02:40:48.0,-200.0,2.503,0.0,1.6321
3,6,2026-01-01  02:41:24.0,-200.0,2.4948,0.0,1.6692
4,7,2026-01-01  02:42:00.0,200.0,2.5032,0.0373,0.0
4,7,2026-01-01  02:42:36.0,200.0,2.5063,0.0746,0.0
4,7,2026-01-01  02:43:12.0,200.0,2.5084,0.1119,0.0
4,7,2026-01-01  02:43:48.0,200.0,2.5124,0.1493,0.0
4,7,2026-01-01  02:44:24.0,200.0,2.5174,0.1866,0.0
4,7,2026-01-01  02:45:00.0,200.0,2.5345,0.2239,0.0
4,7,2026-01-01  02:45:36.0,200.0,2.5337,0.2612,0.0
4,7,2026-01-01  02:46:12.0,200.0,2.5531,0.2985,0.0
4,7,2026-01-01  02:46:48.0,200.0,2.5629,0.3358,0.0
4,7,2026-01-01  02:47:24.0,200.0,2.5752,0.3732,0.0
4,7,2026-01-01  02:48:00.0,200.0,2.5908,0.4105,0.0
4,7,2026-01-01  02:48:36.0,200.0,2.6185,0.4478,0.0
4,7,2026-01-01  02:49:12.0,200.0,2.6453,0.4851,0.0
4,7,2026-01-01  02:49:48.0,200.0,2.6659,0.5224,0.0
4,7,2026-01-01  02:50:24.0,200.0,2.7007,0.5597,0.0
4,7,2026-01-01  02:51:00.0,200.0,2.7421,0.5971,0.0
4,7,2026-01-01  02:51:36.0,200.0,2.7817,0.6344,0.0
4,7,2026-01-01  02:52:12.0,200.0,2.833,0.6717,0.0
4,7,2026-01-01  02:52:48.0,200.0,2.8755,0.709,0.0
4,7,2026-01-01  02:53:24.0,200.0,2.9326,0.7463,0.0
4,7,2026-01-01  02:54:00.0,200.0,2.9837,0.7836,0.0
4,7,2026-01-01  02:54:36.0,200.0,3.0519,0.821,0.0
4,7,2026-01-01  02:55:12.0,200.0,3.1022,0.8583,0.0
4,7,2026-01-01  02:55:48.0,200.0,3.1559,0.8956,0.0
4,7,2026-01-01  02:56:24.0,200.0,3.2186,0.9329,0.0
4,7,2026-01-01  02:57:00.0,200.0,3.2723,0.9702,0.0
4,7,2026-01-01  02:57:36.0,200.0,3.3288,1.0075,0.0
4,7,2026-01-01  02:58:12.0,200.0,3.3682,1.0448,0.0
4,7,2026-01-01  02:58:48.0,200.0,3.4111,1.0822,0.0
4,7,2026-01-01  02:59:24.0,200.0,3.4502,1.1195,0.0
4,7,2026-01-01  03:00:00.0,200.0,3.4861,1.1568,0.0
4,7,2026-01-01  03:00:36.0,200.0,3.5097,1.1941,0.0
4,7,2026-01-01  03:01:12.0,200.0,3.5378,1.2314,0.0
4,7,2026-01-01  03:01:48.0,200.0,3.5573,1.2687,0.0
4,7,2026-01-01  03:02:24.0,200.0,3.5728,1.3061,0.0
4,7,2026-01-01  03:03:00.0,200.0,3.5891,1.3434,0.0
4,7,2026-01-01  03:03:36.0,200.0,3.6017,1.3807,0.0
4,7,2026-01-01  03:04:12.0,200.0,3.6095,1.418,0.0
4,7,2026-01-01  03:04:48.0,200.0,3.6247,1.4553,0.0
4,7,2026-01-01  03:05:24.0,200.0,3.6243,1.4926,0.0
4,7,2026-01-01  03:06:00.0,200.0,3.6381,1.53,0.0
4,7,2026-01-01  03:06:36.0,200.0,3.6425,1.5673,0.0
4,7,2026-01-01  03:07:12.0,200.0,3.6435,1.6046,0.0
4,7,2026-01-01  03:07:48.0,200.0,3.6449,1.6419,0.0
4,7,2026-01-01  03:08:24.0,200.0,3.6493,1.6792,0.0
4,8,2026-01-01  03:09:00.0,-200.0,3.6486,0.0,0.0369
4,8,2026-01-01  03:09:36.0,-200.0,3.646,0.0,0.0737
4,8,2026-01-01  03:10:12.0,-200.0,3.6405,0.0,0.1106
4,8,2026-01-01  03:10:48.0,-200.0,3.6375,0.0,0.1475
4,8,2026-01-01  03:11:24.0,-200.0,3.6268,0.0,0.1843
4,8,2026-01-01  03:12:00.0,-200.0,3.6218,0.0,0.2212
4,8,2026-01-01  03:12:36.0,-200.0,3.6075,0.0,0.2581
4,8,2026-01-01  03:13:12.0,-200.0,3.6039,0.0,0.2949
4,8,2026-01-01  03:13:48.0,-200.0,3.5893,0.0,0.3318
4,8,2026-01-01  03:14:24.0,-200.0,3.5725,0.0,0.3687
4,8,2026-01-01  03:15:00.0,-200.0,3.5593,0.0,0.4056
4,8,2026-01-01  03:15:36.0,-200.0,3.5367,0.0,0.4424
4,8,2026-01-01  03:16:12.0,-200.0,3.5015,0.0,0.4793
4,8,2026-01-01  03:16:48.0,-200.0,3.4814,0.0,0.5162
4,8,2026-01-01  03:17:24.0,-200.0,3.4441,0.0,0.553
4,8,2026-01-01  03:18:00.0,-200.0,3.4143,0.0,0.5899
4,8,2026-01-01  03:18:36.0,-200.0,3.3767,0.0,0.6268
4,8,2026-01-01  03:19:12.0,-200.0,3.3215,0.0,0.6636
4,8,2026-01-01  03:19:48.0,-200.0,3.273,0.0,0.7005
4,8,2026-01-01  03:20:24.0,-200.0,3.2182,0.0,0.7374
4,8,2026-01-01  03:21:00.0,-200.0,3.1636,0.0,0.7742
4,8,2026-01-01  03:21:36.0,-200.0,3.1063,0.0,0.8111
4,8,2026-01-01  03:22:12.0,-200.0,3.0495,0.0,0.848
4,8,2026-01-01  03:22:48.0,-200.0,2.9845,0.0,0.8848
4,8,2026-01-01  03:23:24.0,-200.0,2.9357,0.0,0.9217
4,8,2026-01-01  03:24:00.0,-200.0,2.8744,0.0,0.9586
4,8,2026-01-01  03:24:36.0,-200.0,2.8278,0.0,0.9954
4,8,2026-01-01  03:25:12.0,-200.0,2.7842,0.0,1.0323
4,8,2026-01-01  03:25:48.0,-200.0,2.741,0.0,1.0692
4,8,2026-01-01  03:26:24.0,-200.0,2.6988,0.0,1.106
4,8,2026-01-01  03:27:00.0,-200.0,2.6666,0.0,1.1429
4,8,2026-01-01  03:27:36.0,-200.0,2.6387,0.0,1.1798
4,8,2026-01-01  03:28:12.0,-200.0,2.6152,0.0,1.2167
4,8,2026-01-01  03:28:48.0,-200.0,2.5977,0.0,1.2535
4,8,2026-01-01  03:29:24.0,-200.0,2.5724,0.0,1.2904
4,8,2026-01-01  03:30:00.0,-200.0,2.5625,0.0,1.3273
4,8,2026-01-01  03:30:36.0,-200.0,2.5502,0.0,1.3641
4,8,2026-01-01  03:31:12.0,-200.0,2.5394,0.0,1.401
4,8,2026-01-01  03:31:48.0,-200.0,2.5303,0.0,1.4379
4,8,2026-01-01  03:32:24.0,-200.0,2.5261,0.0,1.4747
4,8,2026-01-01  03:33:00.0,-200.0,2.5169,0.0,1.5116
4,8,2026-01-01  03:33:36.0,-200.0,2.513,0.0,1.5485
4,8,2026-01-01  03:34:12.0,-200.0,2.5079,0.0,1.5853
4,8,2026-01-01  03:34:48.0,-200.0,2.5082,0.0,1.6222
4,8,2026-01-01  03:35:24.0,-200.0,2.4943,0.0,1.6591
5,9,2026-01-01  03:36:00.0,200.0,2.5067,0.0371,0.0
5,9,2026-01-01  03:36:36.0,200.0,2.5055,0.0742,0.0
5,9,2026-01-01  03:37:12.0,200.0,2.5096,0.1113,0.0
5,9,2026-01-01  03:37:48.0,200.0,2.5125,0.1484,0.0
5,9,2026-01-01  03:38:24.0,200.0,2.5159,0.1854,0.0
5,9,2026-01-01  03:39:00.0,200.0,2.5278,0.2225,0.0
5,9,2026-01-01  03:39:36.0,200.0,2.5357,0.2596,0.0
5,9,2026-01-01  03:40:12.0,200.0,2.5499,0.2967,0.0
5,9,2026-01-01  03:40:48.0,200.0,2.5567,0.3338,0.0
5,9,2026-01-01  03:41:24.0,200.0,2.5806,0.3709,0.0
5,9,2026-01-01  03:42:00.0,200.0,2.595,0.408,0.0
5,9,2026-01-01  03:42:36.0,200.0,2.6146,0.4451,0.0
5,9,2026-01-01  03:43:12.0,200.0,2.6379,0.4821,0.0
